datetime,symbol,open,high,low,close,volume
2019-09-18 08:00:00,okswap/eth.usd.td,207.96,208.4,207.75,208.39,16474.0
2019-09-18 08:01:00,okswap/eth.usd.td,208.4,208.7,208.36,208.36,12359.0
2019-09-18 08:02:00,okswap/eth.usd.td,208.36,208.56,208.3,208.56,3946.0
2019-09-18 08:03:00,okswap/eth.usd.td,208.6,209.36,208.6,209.35,4392.0
2019-09-18 08:04:00,okswap/eth.usd.td,209.36,209.56,208.83,208.98,17471.0
2019-09-18 08:05:00,okswap/eth.usd.td,208.98,208.98,208.81,208.89,8569.0
2019-09-18 08:06:00,okswap/eth.usd.td,208.9,208.9,208.59,208.74,22651.0
2019-09-18 08:07:00,okswap/eth.usd.td,208.74,208.82,208.68,208.81,13044.0
2019-09-18 08:08:00,okswap/eth.usd.td,208.83,209.08,208.83,209.07,1894.0
2019-09-18 08:09:00,okswap/eth.usd.td,209.07,209.08,208.92,208.93,12369.0
2019-09-18 08:10:00,okswap/eth.usd.td,208.93,208.93,208.9,208.9,1536.0
2019-09-18 08:11:00,okswap/eth.usd.td,208.91,209.29,208.91,209.29,12764.0
2019-09-18 08:12:00,okswap/eth.usd.td,209.29,209.34,209.07,209.07,8330.0
2019-09-18 08:13:00,okswap/eth.usd.td,209.06,209.06,208.97,208.98,1490.0
2019-09-18 08:14:00,okswap/eth.usd.td,208.98,209.0,208.98,209.0,1618.0
2019-09-18 08:15:00,okswap/eth.usd.td,209.05,209.18,209.04,209.18,1721.0
2019-09-18 08:16:00,okswap/eth.usd.td,209.19,209.37,209.19,209.36,3622.0
2019-09-18 08:17:00,okswap/eth.usd.td,209.36,209.37,209.33,209.34,3919.0
2019-09-18 08:18:00,okswap/eth.usd.td,209.34,209.34,209.33,209.34,1852.0
2019-09-18 08:19:00,okswap/eth.usd.td,209.35,209.6,209.35,209.59,2013.0
2019-09-18 08:20:00,okswap/eth.usd.td,209.6,209.64,209.42,209.45,7105.0
2019-09-18 08:21:00,okswap/eth.usd.td,209.44,209.5,209.44,209.5,4024.0
2019-09-18 08:22:00,okswap/eth.usd.td,209.52,209.68,209.52,209.68,9450.0
