datetime,symbol,open,high,low,close,volume
2019-09-19 08:00:00,okef/eth.usd.q,214.949,215.003,214.778,214.779,7879.0
2019-09-19 08:01:00,okef/eth.usd.q,214.779,214.779,212.234,213.709,359985.0
2019-09-19 08:02:00,okef/eth.usd.q,213.712,214.23,213.481,214.062,84830.0
2019-09-19 08:03:00,okef/eth.usd.q,214.069,214.453,213.972,213.973,39603.0
2019-09-19 08:04:00,okef/eth.usd.q,213.961,214.252,213.49,214.001,37763.0
2019-09-19 08:05:00,okef/eth.usd.q,214.052,214.125,213.868,213.969,21904.0
2019-09-19 08:06:00,okef/eth.usd.q,213.969,214.04,213.147,213.826,126783.0
2019-09-19 08:07:00,okef/eth.usd.q,213.825,214.0,213.714,213.787,43205.0
2019-09-19 08:08:00,okef/eth.usd.q,213.787,213.889,213.507,213.511,50280.0
2019-09-19 08:09:00,okef/eth.usd.q,213.6,213.795,213.26,213.416,32143.0
2019-09-19 08:10:00,okef/eth.usd.q,213.417,213.495,213.101,213.101,43298.0
2019-09-19 08:11:00,okef/eth.usd.q,213.1,213.23,212.5,212.5,42498.0
2019-09-19 08:12:00,okef/eth.usd.q,212.5,213.221,212.214,213.22,115550.0
2019-09-19 08:13:00,okef/eth.usd.q,213.221,213.736,213.221,213.28,58015.0
2019-09-19 08:14:00,okef/eth.usd.q,213.324,213.9,213.324,213.615,28980.0
2019-09-19 08:15:00,okef/eth.usd.q,213.615,213.615,213.24,213.301,27319.0
2019-09-19 08:16:00,okef/eth.usd.q,213.357,213.735,213.31,213.48,34238.0
2019-09-19 08:17:00,okef/eth.usd.q,213.48,213.795,213.4,213.795,17932.0
2019-09-19 08:18:00,okef/eth.usd.q,213.8,214.0,213.8,213.943,27037.0
2019-09-19 08:19:00,okef/eth.usd.q,213.944,214.2,213.943,214.058,13988.0
2019-09-19 08:20:00,okef/eth.usd.q,214.058,214.058,213.607,213.733,13820.0
2019-09-19 08:21:00,okef/eth.usd.q,213.733,213.984,213.733,213.817,19450.0
2019-09-19 08:22:00,okef/eth.usd.q,213.816,213.816,213.627,213.67,6749.0
2019-09-19 08:23:00,okef/eth.usd.q,213.642,213.693,213.607,213.607,7289.0
2019-09-19 08:24:00,okef/eth.usd.q,213.608,213.608,213.188,213.31,20234.0
2019-09-19 08:25:00,okef/eth.usd.q,213.31,213.517,213.125,213.46,17969.0
