datetime,symbol,open,high,low,close,volume
2019-09-19 08:00:00,okswap/btc.usd.td,10154.0,10154.0,10153.9,10153.9,485.0
2019-09-19 08:01:00,okswap/btc.usd.td,10153.9,10154.0,10142.6,10154.0,7596.0
2019-09-19 08:02:00,okswap/btc.usd.td,10154.0,10158.0,10153.7,10158.0,10413.0
2019-09-19 08:03:00,okswap/btc.usd.td,10157.9,10165.2,10157.9,10163.7,3551.0
2019-09-19 08:04:00,okswap/btc.usd.td,10163.7,10163.8,10163.4,10163.5,141.0
2019-09-19 08:05:00,okswap/btc.usd.td,10163.4,10163.5,10163.4,10163.4,1262.0
2019-09-19 08:06:00,okswap/btc.usd.td,10163.5,10163.5,10163.4,10163.5,609.0
2019-09-19 08:07:00,okswap/btc.usd.td,10163.5,10163.8,10163.5,10163.8,327.0
2019-09-19 08:08:00,okswap/btc.usd.td,10163.8,10163.8,10163.7,10163.8,268.0
2019-09-19 08:09:00,okswap/btc.usd.td,10163.7,10163.7,10163.7,10163.7,1.0
2019-09-19 08:10:00,okswap/btc.usd.td,10163.7,10163.8,10163.7,10163.8,328.0
2019-09-19 08:11:00,okswap/btc.usd.td,10163.7,10163.8,10163.7,10163.7,856.0
2019-09-19 08:12:00,okswap/btc.usd.td,10163.7,10163.7,10160.8,10160.9,1644.0
2019-09-19 08:13:00,okswap/btc.usd.td,10160.9,10166.4,10160.9,10166.4,1582.0
2019-09-19 08:14:00,okswap/btc.usd.td,10166.4,10171.7,10166.4,10171.7,2110.0
2019-09-19 08:15:00,okswap/btc.usd.td,10171.7,10175.0,10171.7,10174.7,3095.0
2019-09-19 08:16:00,okswap/btc.usd.td,10174.7,10177.9,10174.7,10177.9,629.0
2019-09-19 08:17:00,okswap/btc.usd.td,10178.0,10178.6,10178.0,10178.6,1417.0
2019-09-19 08:18:00,okswap/btc.usd.td,10178.6,10180.0,10178.6,10180.0,1253.0
2019-09-19 08:19:00,okswap/btc.usd.td,10180.0,10180.9,10179.9,10180.9,1091.0
2019-09-19 08:20:00,okswap/btc.usd.td,10181.0,10181.1,10181.0,10181.1,760.0
2019-09-19 08:21:00,okswap/btc.usd.td,10181.0,10181.1,10181.0,10181.0,579.0
2019-09-19 08:22:00,okswap/btc.usd.td,10181.1,10181.1,10181.0,10181.1,451.0
2019-09-19 08:23:00,okswap/btc.usd.td,10181.0,10181.1,10181.0,10181.1,21.0
2019-09-19 08:24:00,okswap/btc.usd.td,10181.0,10181.1,10176.0,10176.1,1448.0
2019-09-19 08:25:00,okswap/btc.usd.td,10176.1,10176.1,10176.0,10176.1,871.0
2019-09-19 08:26:00,okswap/btc.usd.td,10176.1,10176.1,10176.0,10176.0,82.0
2019-09-19 08:27:00,okswap/btc.usd.td,10176.1,10176.1,10175.5,10175.5,966.0
2019-09-19 08:28:00,okswap/btc.usd.td,10175.5,10175.6,10175.5,10175.5,229.0
2019-09-19 08:29:00,okswap/btc.usd.td,10175.6,10175.6,10175.0,10175.0,1004.0
2019-09-19 08:30:00,okswap/btc.usd.td,10175.1,10175.1,10170.8,10170.8,7864.0
2019-09-19 08:31:00,okswap/btc.usd.td,10170.8,10170.9,10170.8,10170.8,1405.0
2019-09-19 08:32:00,okswap/btc.usd.td,10170.8,10170.9,10170.8,10170.8,637.0
2019-09-19 08:33:00,okswap/btc.usd.td,10170.8,10170.8,10166.3,10166.8,1824.0
2019-09-19 08:34:00,okswap/btc.usd.td,10166.0,10170.9,10164.1,10170.8,2653.0
2019-09-19 08:35:00,okswap/btc.usd.td,10170.8,10170.9,10170.8,10170.9,197.0
2019-09-19 08:36:00,okswap/btc.usd.td,10170.9,10170.9,10170.8,10170.9,761.0
2019-09-19 08:37:00,okswap/btc.usd.td,10170.9,10170.9,10170.8,10170.9,251.0
